,bug,Código.do.Município,GEOCODIGO,Município,Estado,ano,Prestadores,Serviços,"popTotalAtendida",AG002...Quantidade.de.ligações.ativas.de.água..Ligações.,AG003...Quantidade.de.economias.ativas.de.água..Economias.,AG004...Quantidade.de.ligações.ativas.de.água.micromedidas..Ligações.,AG005...Extensão.da.rede.de.água..km.,AG006...Volume.de.água.produzido..1000.m..ano.,AG007...Volume.de.água.tratada.em.ETAs..1000.m..ano.,AG008...Volume.de.água.micromedido..1000.m..ano.,AG010...Volume.de.água.consumido..1000.m..ano.,AG011...Volume.de.água.faturado..1000.m..ano.,AG012...Volume.de.água.macromedido..1000.m..ano.,AG013...Quantidade.de.economias.residenciais.ativas.de.água..Economias.,AG014...Quantidade.de.economias.ativas.de.água.micromedidas..Economias.,AG015...Volume.de.água.tratada.por.simples.desinfecção..1000.m..ano.,AG017...Volume.de.água.bruta.exportado..1000.m..ano.,AG018...Volume.de.água.tratada.importado..1000.m..ano.,AG019...Volume.de.água.tratada.exportado..1000.m..ano.,AG020...Volume.micromedido.nas.economias.residenciais.ativas.de.água..1000.m..ano.,AG021...Quantidade.de.ligações.totais.de.água..Ligações.,AG022...Quantidade.de.economias.residenciais.ativas.de.água.micromedidas..Economias.,AG024...Volume.de.serviço..1000.m..ano.,popUrbanaAtendida,AG027...Volume.de.água.fluoretada..1000.m..ano.,AG028...Consumo.total.de.energia.elétrica.nos.sistemas.de.água..1000.kWh.ano.
236,236,231030,2310308,Parambu,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA,Água; Res Sólidos,11153.0,4815.0,4871.0,4799.0,38.0,479.8,479.8,309.13,309.13,534.71,479.8,4595.0,4855.0,0.0,0.0,0.0,0.0,288.59,5354.0,4581.0,0.06,11153.0,479.8,863.73
237,237,231040,2310407,Paramoti,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23104040] Secretaria de Desenvolvimento Agrário e Meio Ambiente - SEDAMA,Água e Esgoto; Res Sólidos,5539.0,2228.0,2276.0,2228.0,20.11,255.52,255.52,194.34,194.34,279.56,255.52,2126.0,2276.0,0.0,0.0,0.0,0.0,181.63,2448.0,2126.0,3.96,5539.0,0.0,580.37
238,238,231050,2310506,Pedra Branca,CE,2015,[23105011] Serviço Autônomo de Água e Esgoto - SAAE; [23105040] SECRETARIA DE DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA,Água; Res Sólidos,18513.0,6642.0,6642.0,4677.0,89.0,706.0,706.0,301.0,688.0,979.0,0.0,6408.0,4677.0,0.0,0.0,0.0,0.0,288.0,10269.0,4566.0,0.0,18513.0,0.0,340.0
239,239,231060,2310605,Penaforte,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,5679.0,2673.0,2690.0,2673.0,46.61,462.52,0.0,264.33,264.33,384.97,0.0,2553.0,2690.0,462.52,0.0,0.0,0.0,234.52,2927.0,2553.0,0.16,5679.0,0.0,508.25
240,240,231070,2310704,Pentecoste,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP,Água; Res Sólidos,18670.0,8136.0,8352.0,8136.0,64.99,1139.16,1139.16,852.0,852.0,1217.6,0.0,7962.0,8352.0,0.0,0.0,0.0,0.0,791.32,8457.0,7962.0,5.54,18670.0,1139.16,761.87
241,241,231080,2310803,Pereiro,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,4400.0,2717.0,2798.0,2717.0,32.67,226.32,226.32,201.01,201.01,306.56,226.32,2570.0,2798.0,0.0,0.0,0.0,0.0,177.97,2955.0,2570.0,0.1,4400.0,226.32,330.96
242,242,231090,2310902,Piquet Carneiro,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA E RECURSOS HIDRICOS - SMIRH,Água; Res Sólidos,4812.0,2634.0,2641.0,2634.0,24.18,248.62,248.62,205.07,205.07,345.94,248.62,2412.0,2641.0,0.0,0.0,0.0,0.0,188.1,2815.0,2412.0,0.55,4812.0,248.62,289.57
243,243,231095,2310951,Pires Ferreira,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,2217.0,1210.0,1211.0,1210.0,28.84,210.86,210.86,89.8,89.8,159.7,0.0,1138.0,1211.0,0.0,0.0,0.0,0.0,84.68,1447.0,1138.0,0.02,2217.0,0.0,939.13
244,244,231100,2311009,Poranga,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23110040] Prefeitura Municipal - PMP,Água e Esgoto; Res Sólidos,5413.0,2730.0,2748.0,2730.0,26.76,362.74,0.0,263.38,263.38,368.21,0.0,2612.0,2748.0,362.74,0.0,0.0,0.0,250.73,3198.0,2612.0,0.42,5413.0,0.0,236.93
245,245,231110,2311108,Porteiras,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,5178.0,2309.0,2323.0,2309.0,17.79,412.64,0.0,231.71,231.71,336.81,0.0,2205.0,2323.0,412.64,0.0,0.0,0.0,204.68,2455.0,2205.0,0.19,5178.0,0.0,479.62
246,246,231120,2311207,Potengi,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP,Água; Res Sólidos,5088.0,1971.0,1989.0,1971.0,39.64,258.55,258.55,167.75,167.75,278.88,258.55,1864.0,1989.0,0.0,0.0,0.0,0.0,159.15,2167.0,1864.0,0.16,5088.0,258.55,412.74
247,247,231123,2311231,Potiretama,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,2352.0,1039.0,1040.0,1039.0,9.98,126.16,126.16,86.88,86.88,138.81,126.16,999.0,1040.0,0.0,0.0,0.0,0.0,80.97,1096.0,999.0,0.32,2352.0,126.16,171.48
248,248,231126,2311264,Quiterianópolis,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112640] Prefeitura Municipal de Quiterianópolis - PMQ,Água; Res Sólidos,4526.0,2151.0,2207.0,2151.0,17.99,213.75,213.75,166.75,166.75,186.37,213.75,1999.0,2207.0,0.0,0.0,0.0,0.0,150.34,2448.0,1999.0,0.26,4526.0,213.75,296.97
249,249,231130,2311306,Quixadá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23113040] SECRETARIA DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA,Água e Esgoto; Res Sólidos,48651.0,18198.0,19310.0,18198.0,170.63,3768.43,3768.43,2158.01,2158.01,2951.44,3768.43,17933.0,19310.0,0.0,0.0,0.0,0.0,1869.11,19009.0,17933.0,0.0,48651.0,3768.43,4680.39
250,250,231135,2311355,Quixelô,CE,2015,[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra,Água e Esgoto; Res Sólidos,6390.0,2238.0,2238.0,2238.0,15.0,394.0,370.0,239.0,256.0,323.0,0.0,2199.0,2238.0,0.0,0.0,0.0,0.0,239.0,2636.0,2199.0,24.0,4910.0,0.0,207.0
251,251,231140,2311405,Quixeramobim,CE,2015,[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE,Água; Res Sólidos,53915.0,17696.0,17729.0,17669.0,368.0,2927.05,2009.09,1725.23,1725.61,2543.04,2222.79,17007.0,17701.0,12.28,0.0,0.0,0.0,1497.97,21526.0,16994.0,517.95,46346.0,1744.52,1118.68
252,252,231150,2311504,Quixeré,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23115040] SECRETARIA DE DESENVOLVIMENTO URBANO. MEIO AMBIENTE E INFRAESTRUTURA - PMQ,Água; Res Sólidos,5090.0,2696.0,2782.0,2696.0,45.13,380.93,380.93,294.9,294.9,404.28,0.0,2614.0,2782.0,0.0,0.0,0.0,0.0,273.66,2839.0,2614.0,0.24,5090.0,0.0,323.38
253,253,231160,2311603,Redenção,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,12029.0,6394.0,6498.0,6394.0,84.48,939.65,939.65,690.42,690.42,824.67,939.65,6184.0,6498.0,0.0,0.0,0.0,0.0,631.25,6868.0,6184.0,1.93,12029.0,939.65,1092.21
254,254,231170,2311702,Reriutaba,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,7131.0,3166.0,3218.0,3166.0,44.84,469.83,469.83,291.92,291.92,435.32,469.83,3054.0,3218.0,0.0,0.0,0.0,0.0,276.75,3582.0,3054.0,0.52,7131.0,469.83,53.49
255,255,231180,2311801,Russas,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,39333.0,16540.0,16835.0,16540.0,147.87,2697.52,2697.52,1951.7,1951.7,2446.82,0.0,16066.0,16835.0,0.0,0.0,0.0,0.0,1820.38,17087.0,16066.0,0.17,39333.0,2697.52,2279.81
256,256,231190,2311900,Saboeiro,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23119040] Prefeitura Municipal de Saboeiro - PMS,Água e Esgoto; Res Sólidos,4348.0,2134.0,2171.0,2134.0,14.25,330.8,330.8,207.34,207.34,308.65,330.8,1975.0,2171.0,0.0,0.0,0.0,0.0,187.29,2295.0,1975.0,0.21,4348.0,330.8,201.68
257,257,231195,2311959,Salitre,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,1039.0,299.0,311.0,295.0,13.69,6.01,0.0,0.0,0.0,0.0,6.02,252.0,307.0,0.0,0.0,0.0,0.0,0.0,1318.0,248.0,0.0,1039.0,0.0,0.0
258,258,231200,2312007,Santana do Acaraú,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,12013.0,4064.0,4115.0,4064.0,30.9,565.85,565.85,431.14,431.14,604.32,565.85,3978.0,4115.0,0.0,0.0,0.0,0.0,400.22,4410.0,3978.0,0.27,12013.0,0.0,520.59
259,259,231210,2312106,Santana do Cariri,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC,Água; Res Sólidos,4706.0,2101.0,2108.0,2101.0,39.93,449.94,31.5,226.97,226.97,314.19,0.0,1971.0,2108.0,418.44,0.0,0.0,0.0,204.49,2241.0,1971.0,0.07,4706.0,0.0,17.72
260,260,231220,2312205,Santa Quitéria,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23122040] SECRETARIA DE OBRAS E URBANISMO - SEOURB,Água; Res Sólidos,18574.0,8210.0,8422.0,8209.0,95.39,1094.87,1094.87,837.44,837.44,1202.04,1094.87,7782.0,8421.0,0.0,0.0,0.0,0.0,737.21,8839.0,7782.0,0.32,18574.0,1094.87,856.04
261,261,231230,2312304,São Benedito,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23123040] PREFEITURA MUNICIPAL DE SÃO BENEDITO - SEINFRA,Água e Esgoto; Res Sólidos,19937.0,8450.0,8611.0,8450.0,56.69,826.82,789.15,826.82,826.82,1154.91,0.0,8237.0,8611.0,0.0,0.0,0.0,0.0,767.9,9735.0,8237.0,0.0,19937.0,789.15,1230.86
262,262,231250,2312502,São João do Jaguaribe,CE,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
263,263,231270,2312700,Senador Pompeu,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,10984.0,5061.0,5130.0,5061.0,27.16,926.51,926.51,450.84,450.84,737.53,926.51,4831.0,5130.0,0.0,0.0,0.0,0.0,416.69,5309.0,4831.0,0.0,10984.0,926.51,254.69
264,264,231290,2312908,Sobral,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23129011] Serviço de Água e Esgoto de Sobral - SAAE; [23129040] Prefeitura Municipal de Sobral - PMS,Água; Água e Esgoto; Res Sólidos,199260.0,60137.0,64353.0,60023.0,576.4,17869.51,17869.51,8797.41,11176.41,11332.53,17210.0,60878.0,64229.0,0.0,282.55,0.0,0.0,7510.82,69727.0,60792.0,1.86,175704.0,17869.51,11588.83
265,265,231300,2313005,Solonópole,CE,2015,[23130011] Prefeitura Municipal de Solonópole - PMS; [23130040] Prefeitura Municipal de Solonópole - PMS,Água; Res Sólidos,18060.0,4149.0,4805.0,3512.0,100.0,604.47,402.45,337.78,499.01,604.0,0.0,4149.0,3600.0,200.0,0.0,604.0,0.0,,4975.0,3512.0,0.0,9310.0,0.0,137.46
266,266,231310,2313104,Tabuleiro do Norte,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,15973.0,7619.0,7837.0,7619.0,80.26,1749.45,1749.45,948.42,948.42,1131.64,1749.45,7418.0,7837.0,0.0,0.0,0.0,0.0,890.32,7784.0,7418.0,0.01,15973.0,1749.45,1232.29
267,267,231320,2313203,Tamboril,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,9719.0,4385.0,4405.0,4385.0,66.38,467.9,467.9,363.28,363.28,518.93,467.9,4114.0,4405.0,0.0,0.0,0.0,0.0,334.79,4952.0,4114.0,1.63,9719.0,467.9,749.73
268,268,231325,2313252,Tarrafas,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23132540] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,2621.0,1021.0,1022.0,1021.0,8.48,140.17,0.0,96.09,96.09,145.87,0.0,970.0,1022.0,140.17,0.0,0.0,0.0,86.44,1095.0,970.0,0.33,2621.0,0.0,98.62
269,269,231330,2313302,Tauá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA,Água e Esgoto; Res Sólidos,28663.0,10876.0,11081.0,10851.0,89.79,1533.51,1533.51,904.34,904.34,1532.14,1533.51,10230.0,11055.0,0.0,0.0,0.0,0.0,826.7,11611.0,10220.0,0.02,28663.0,1533.51,482.51
270,270,231335,2313351,Tejuçuoca,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,4732.0,1829.0,1835.0,1829.0,12.02,156.47,156.47,115.19,115.19,116.25,156.47,1730.0,1835.0,0.0,0.0,0.0,0.0,108.5,2051.0,1730.0,0.07,4732.0,0.0,77.75
271,271,231340,2313401,Tianguá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM,Água e Esgoto; Res Sólidos,41019.0,19547.0,19733.0,19547.0,178.28,3834.04,3834.04,1876.8,1876.8,2687.31,3834.04,18828.0,19733.0,0.0,0.0,0.0,0.0,1768.95,20818.0,18828.0,0.9,41019.0,3834.04,5980.04
272,272,231360,2313609,Ubajara,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM,Água; Res Sólidos,13026.0,5878.0,5895.0,5878.0,65.79,976.52,976.52,612.01,612.01,847.61,0.0,5548.0,5895.0,0.0,0.0,0.0,0.0,556.73,6386.0,5548.0,0.0,13026.0,976.52,1523.1
273,273,231370,2313708,Umari,CE,2015,[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU,Esgoto; Água; Res Sólidos,2451.0,1117.0,1120.0,1117.0,17.5,101.79,0.0,90.85,90.85,151.86,0.0,1077.0,1120.0,101.79,0.0,0.0,0.0,87.01,1281.0,1077.0,0.01,2451.0,0.0,175.25
274,274,231375,2313757,Umirim,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra,Água; Res Sólidos,9374.0,4020.0,4083.0,4019.0,58.65,633.64,633.64,424.13,424.13,570.72,0.0,3932.0,4082.0,0.0,0.0,0.0,0.0,401.0,4156.0,3931.0,0.33,9374.0,633.64,525.11
275,275,231380,2313807,Uruburetama,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,12312.0,4941.0,5008.0,4941.0,48.7,1149.51,1149.51,544.81,544.81,745.0,1149.51,4758.0,5008.0,0.0,0.0,0.0,0.0,505.73,5130.0,4758.0,0.0,12312.0,0.0,688.66
276,276,231395,2313955,Varjota,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP,Água; Res Sólidos,11492.0,4745.0,4795.0,4745.0,40.65,489.48,442.18,488.88,488.92,683.27,442.18,4561.0,4795.0,0.0,0.0,0.0,0.0,422.04,5305.0,4561.0,0.6,11492.0,442.18,961.59
277,277,231400,2314003,Várzea Alegre,CE,2015,[23140011] Prefeitura Municipal de Várzea Alegre - PMVA; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23140040] Prefeitura Municipal de Várzea Alegre - PMVA,Esgoto; Água; Res Sólidos,21501.0,8987.0,9034.0,8987.0,60.4,1156.47,1156.47,818.18,818.18,1266.3,1156.47,8668.0,9034.0,0.0,0.0,0.0,0.0,760.63,9134.0,8668.0,0.08,21501.0,1156.47,594.17
278,278,240010,2400109,Acari,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24001040] PREFEITURA MUNICIPAL DE ACARI - PMA,Água e Esgoto; Res Sólidos,9151.0,3538.0,3683.0,3201.0,34.1,317.03,317.03,167.01,199.86,274.92,317.03,3435.0,3340.0,0.0,0.0,0.0,0.0,11.99,3969.0,3115.0,0.0,9151.0,0.0,255.22
279,279,240020,2400208,Açu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24002040] Secretaria Adjunta de Serviços Públicos - SERVIP,Água; Res Sólidos,42364.0,13131.0,13563.0,12361.0,140.35,3734.17,3734.17,1578.1,1686.66,1975.06,3734.17,12698.0,12748.0,0.0,0.0,0.0,0.0,1441.47,16266.0,11987.0,186.71,42348.0,0.0,4041.87
280,280,240030,2400307,Afonso Bezerra,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24003040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSUR,Água e Esgoto; Res Sólidos,5475.0,1579.0,1641.0,1413.0,31.94,344.62,0.0,147.92,185.13,226.62,344.62,1523.0,1471.0,0.0,0.0,0.0,0.0,129.83,2081.0,1362.0,0.0,5475.0,0.0,311.07
281,281,240040,2400406,Água Nova,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24004040] SECRETARIA MUNICIPAL DE INFRA - ESTRUTUTA E SERVIÇOS URBANOS - SEMISU,Água; Res Sólidos,2055.0,712.0,725.0,708.0,3.06,111.68,111.68,69.84,70.44,96.35,111.68,704.0,721.0,0.0,0.0,0.0,0.0,68.74,780.0,701.0,5.58,2055.0,0.0,60.51
282,282,240050,2400505,Alexandria,RN,2015,[24005011] Serviço Autônomo de Água e Esgoto de Alexandria - SAAE,Água e Esgoto,13512.0,2833.0,2833.0,2819.0,45.0,526.04,0.0,36.05,526.04,557.26,0.0,2767.0,2819.0,0.0,0.0,0.0,0.0,34.78,3974.0,2758.0,0.0,9195.0,0.0,18.52
283,283,240060,2400604,Almino Afonso,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24006040] PREFEITURA MUNICIPAL DE ALMINO AFONSO - PMAA,Água; Res Sólidos,3499.0,1157.0,1159.0,1104.0,9.44,224.93,224.93,128.41,138.17,178.34,224.93,1110.0,1105.0,0.0,0.0,0.0,0.0,119.25,1500.0,1059.0,11.25,3499.0,0.0,126.2
284,284,240070,2400703,Alto do Rodrigues,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24007040] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,9966.0,2986.0,3135.0,2895.0,19.35,996.66,996.66,411.13,441.51,504.68,996.66,2927.0,3037.0,0.0,0.0,0.0,0.0,356.71,3441.0,2838.0,49.83,9942.0,0.0,260.08
285,285,240080,2400802,Angicos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,10507.0,4020.0,4316.0,3988.0,44.84,821.06,821.06,500.76,505.1,639.82,821.06,4039.0,4284.0,0.0,0.0,0.0,0.0,430.19,4522.0,4010.0,41.05,10398.0,0.0,961.62
286,286,240090,2400901,Antônio Martins,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24009040] PREFEITURA MUNICIPAL DE ANTONIO MARTINS - PMAA,Água e Esgoto; Res Sólidos,2879.0,,920.0,,11.05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1122.0,,0.0,2879.0,0.0,17.28
287,287,240100,2401008,Apodi,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24010040] PREFEITURA MUNICIPAL DE APODI - PMA,Água; Res Sólidos,18584.0,7307.0,7452.0,6850.0,49.71,2657.13,0.0,906.72,968.35,1117.97,617.13,7058.0,6985.0,2657.13,0.0,0.0,0.0,855.16,8347.0,6634.0,0.0,18250.0,0.0,1341.94
288,288,240110,2401107,Areia Branca,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24011040] Prefeitura Municipal de Areia Branca - PMAB,Água; Res Sólidos,21955.0,6996.0,7119.0,6976.0,61.82,1476.56,0.0,1070.89,1081.54,1258.47,909.49,6733.0,7099.0,1476.56,0.0,0.0,0.0,878.55,8053.0,6714.0,0.0,21955.0,0.0,975.32
289,289,240130,2401305,Augusto Severo,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24013040] Prefeitural Municipal de Campo Grande - PMAS,Água; Res Sólidos,5232.0,1807.0,1825.0,1803.0,15.16,267.93,267.93,187.88,188.38,242.82,267.93,1733.0,1821.0,0.0,0.0,0.0,0.0,177.73,2056.0,1729.0,13.4,5232.0,0.0,585.29
290,290,240145,2401453,Baraúna,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,17132.0,5501.0,5518.0,5087.0,35.69,1130.87,0.0,623.09,708.77,820.39,0.0,5356.0,5104.0,1130.87,0.0,0.0,0.0,584.98,6405.0,4957.0,0.0,17132.0,0.0,1328.68
291,291,240150,2401503,Barcelona,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24015040] Secretaria Municipal de Servios Urbanos. Obras e Viao - SMSUOV,Água; Res Sólidos,3861.0,1118.0,1221.0,922.0,13.73,390.34,390.34,102.44,127.64,159.38,0.0,1185.0,1025.0,0.0,0.0,0.0,0.0,97.09,1302.0,990.0,0.0,1808.0,0.0,532.8
292,292,240160,2401602,Bento Fernandes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016040] SECRETARIA MUNICIPAL DE OBRAS TRANSPORTES E SERVIÇOS URBANOS - SMOTS,Água; Res Sólidos,2277.0,904.0,921.0,598.0,9.72,530.96,0.0,71.21,108.95,129.14,84.71,871.0,615.0,530.96,0.0,0.0,0.0,62.36,1483.0,572.0,0.0,2206.0,0.0,409.35
293,293,240165,2401651,Bodó,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016540] Prefeitura Municipal de Bodó - RN,Água; Res Sólidos,1367.0,508.0,509.0,507.0,5.01,143.81,143.81,69.01,70.25,92.31,143.81,473.0,508.0,0.0,0.0,0.0,0.0,64.62,597.0,473.0,0.0,1355.0,0.0,1946.44
294,294,240170,2401701,Bom Jesus,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,7387.0,3792.0,3849.0,3771.0,46.62,1445.29,0.0,409.35,411.99,532.09,0.0,3700.0,3828.0,1445.29,0.0,0.0,0.0,379.48,4642.0,3679.0,0.0,7251.0,0.0,1000.7
295,295,240180,2401800,Brejinho,RN,2015,[24018011] Serviço Autônomo de Água e Esgoto - SAAE; [24018040] PREFEITURA MUNICIPAL DE BREJINHO - PMB,Água; Res Sólidos,8925.0,2522.0,2530.0,737.0,39.5,824.44,824.44,83.46,505.26,566.93,0.0,2465.0,740.0,0.0,0.0,300.0,0.0,78.49,3230.0,722.0,,8925.0,0.0,7550.0
296,296,240185,2401859,Caiçara do Norte,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,4788.0,1301.0,1302.0,355.0,9.18,420.58,0.0,40.02,154.2,164.23,0.0,1281.0,356.0,420.58,0.0,0.0,0.0,36.76,2043.0,346.0,0.0,4788.0,0.0,713.43
297,297,240190,2401909,Caiçara do Rio do Vento,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,2845.0,862.0,930.0,577.0,7.98,236.37,236.37,137.36,175.12,166.08,93.59,818.0,642.0,0.0,0.0,0.0,0.0,99.18,1019.0,536.0,7.87,2755.0,0.0,639.28
298,298,240200,2402006,Caicó,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24020040] PREFEITURA MUNICIPAL DE CAICÓ - RN,Água e Esgoto; Res Sólidos,61630.0,19633.0,22149.0,19416.0,135.73,3267.64,3267.64,2329.57,2377.26,3053.54,3098.77,19846.0,21921.0,0.0,0.0,0.0,0.0,2064.13,22289.0,19646.0,0.0,61630.0,0.0,2462.33
299,299,240210,2402105,Campo Redondo,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,5651.0,1783.0,1790.0,1584.0,10.82,214.07,0.0,143.63,177.39,236.4,0.0,1746.0,1591.0,214.07,0.0,0.0,0.0,143.63,1974.0,1548.0,0.0,5602.0,0.0,2508.4
300,300,240230,2402303,Caraúbas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,14514.0,5224.0,5458.0,5143.0,72.3,1291.66,0.0,614.59,641.07,780.86,1291.66,5185.0,5373.0,1291.66,0.0,0.0,0.0,553.68,6184.0,5105.0,0.0,14396.0,0.0,1959.48
301,301,240240,2402402,Carnaúba dos Dantas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24024040] PREFEITURA MUNICIPAL DE CARNAÚBA DOS DANTAS - PMCD,Água; Res Sólidos,5227.0,,1670.0,,9.16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1852.0,,0.0,5227.0,0.0,14.04
302,302,240250,2402501,Carnaubais,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,3167.0,927.0,945.0,833.0,10.88,519.33,519.33,107.16,119.48,138.75,519.33,906.0,850.0,0.0,0.0,0.0,0.0,101.42,1279.0,816.0,25.97,3167.0,0.0,292.9
303,303,240270,2402709,Cerro Corá,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,5807.0,1765.0,1798.0,810.0,17.24,358.11,358.11,148.04,265.36,313.52,358.11,1723.0,839.0,0.0,0.0,0.0,0.0,138.65,2105.0,768.0,17.91,4917.0,0.0,463.86
