,Unnamed: 0,Código.do.Município,GEOCODIGO,Município,Estado,Ano.de.Referência,Prestadores,Serviços,QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água,qteParalisacoesAno,QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.,QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.,QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..,QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.,QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.,QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.,QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..,QD012...Duração.dos.extravasamentos.registrados..Horas.ano.,QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.,QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.,QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.,QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.,QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.,QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.,QD022...Duração.das.interrupções.sistemáticas..Horas.ano.,QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.,QD024...Quantidade.de.serviços.executados..Serviços.ano.,QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.,QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.,QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.,QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.,QD029...Atendimento.integral.da.portaria.518.04
213,213,230770,2307700,Maranguape,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,88.0,4825.0,,5008.0,5.0,26495.0,18.0,,,,,,4994.0,4994.0,7.0,601.0,16580.0,14170.0,2311759.0,784.0,10.0,780.0,
214,214,230800,2308005,Massapê,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23080040] SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE - SEIMA,Água e Esgoto; Res Sólidos,Atende integralmente,30.0,1750.0,,2205.0,7.0,2818.0,1475.0,,,,,,4178.0,4178.0,0.0,0.0,3657.0,3594.0,284385.0,638.0,10.0,648.0,
215,215,230810,2308104,Mauriti,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23081040] PREFEITURA MUNICIPAL DE MAURITI - PMM,Água e Esgoto; Res Sólidos,Atende integralmente,6.0,443.0,,3378.0,32.0,3361.0,2.0,,,,,,792.0,796.0,0.0,0.0,2209.0,1936.0,464639.0,828.0,9.0,792.0,
216,216,230820,2308203,Meruoca,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,7.0,218.0,,1338.0,0.0,1544.0,27.0,,,,,,1719.0,1719.0,0.0,0.0,543.0,526.0,53549.0,215.0,2.0,216.0,
217,217,230830,2308302,Milagres,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,11.0,856.0,,946.0,0.0,944.0,5.0,,,,,,312.0,310.0,2.0,270.0,991.0,953.0,31249.0,329.0,0.0,312.0,
218,218,230835,2308351,Milhã,CE,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
219,219,230837,2308377,Miraíma,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,8.0,91.0,,4135.0,0.0,4490.0,2543.0,,,,,,4588.0,4588.0,0.0,0.0,564.0,546.0,23641.0,457.0,21.0,432.0,
220,220,230840,2308401,Missão Velha,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,30.0,539.0,,3854.0,56.0,4033.0,1384.0,,,,,,480.0,483.0,0.0,0.0,2393.0,2170.0,415172.0,500.0,7.0,480.0,
221,221,230850,2308500,Mombaça,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23085040] PREFEITURA MUNICIPAL DE MOMBAÇA - PMM,Água; Res Sólidos,Atende integralmente,10.0,179.0,,4884.0,43.0,4957.0,4785.0,,,,,,4368.0,4365.0,0.0,0.0,3272.0,3199.0,122910.0,488.0,34.0,456.0,
222,222,230860,2308609,Monsenhor Tabosa,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,5.0,107.0,,3956.0,0.0,3901.0,3695.0,,,,,,3806.0,3806.0,9.0,177.0,713.0,680.0,36399.0,307.0,20.0,300.0,
223,223,230870,2308708,Morada Nova,CE,2015,[23087011] Serviço de Autônomo de Água e Esgoto - SAAE,Água e Esgoto,,2.0,14.0,12000.0,4257.0,61.0,712.0,26.0,0.0,0.0,800.0,,,4950.0,4950.0,2.0,15.0,4533.0,4533.0,,582.0,18.0,2400.0,
224,224,230900,2309003,Mucambo,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,13.0,901.0,,1622.0,13.0,1090.0,556.0,,,,,,2718.0,2718.0,1.0,51.0,240.0,229.0,8199.0,295.0,4.0,300.0,
225,225,230910,2309102,Mulungu,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23091040] Prefeitura Municipal de Mulungu - PMM,Água e Esgoto; Res Sólidos,Atende integralmente,2.0,74.0,,1996.0,0.0,477.0,63.0,,,,,,484.0,484.0,16.0,6907.0,344.0,325.0,8959.0,501.0,6.0,504.0,
226,226,230920,2309201,Nova Olinda,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23092040] Secretaria de Serviço Publicos - SSP,Água; Res Sólidos,Atende integralmente,2.0,176.0,,2942.0,2.0,2910.0,1.0,,,,,,528.0,532.0,0.0,0.0,1746.0,1666.0,399839.0,572.0,0.0,528.0,
227,227,230930,2309300,Nova Russas,CE,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
228,228,230940,2309409,Novo Oriente,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI,Água e Esgoto; Res Sólidos,Atende integralmente,25.0,902.0,,4276.0,20.0,4268.0,3958.0,,,,,,3768.0,3768.0,11.0,2636.0,2484.0,2284.0,96066.0,368.0,34.0,360.0,
229,229,230945,2309458,Ocara,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID,Água e Esgoto; Res Sólidos,Atende integralmente,15.0,322.0,,4336.0,5.0,4283.0,2546.0,,,,,,4089.0,3764.0,0.0,0.0,1323.0,1264.0,70911.0,287.0,6.0,264.0,
230,230,230950,2309508,Orós,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,25.0,806.0,,18079.0,0.0,11640.0,3152.0,,,,,,15154.0,15154.0,2.0,53.0,2162.0,2126.0,84151.0,786.0,57.0,780.0,
231,231,230960,2309607,Pacajus,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,5.0,153.0,,555.0,0.0,555.0,11.0,,,,,,600.0,600.0,0.0,0.0,8650.0,7727.0,1182292.0,555.0,11.0,600.0,
232,232,230980,2309805,Pacoti,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,3.0,319.0,,2265.0,0.0,6047.0,2987.0,,,,,,485.0,485.0,0.0,0.0,280.0,261.0,21216.0,522.0,4.0,696.0,
233,233,230990,2309904,Pacujá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,5.0,201.0,,2515.0,0.0,2338.0,459.0,,,,,,3377.0,3377.0,0.0,0.0,157.0,155.0,7428.0,213.0,3.0,216.0,
234,234,231000,2310001,Palhano,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP,Água; Res Sólidos,Atende integralmente,30.0,642.0,,4300.0,0.0,4303.0,92.0,,,,,,3667.0,3667.0,0.0,0.0,1033.0,943.0,27472.0,229.0,1.0,540.0,
235,235,231010,2310100,Palmácia,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,1.0,83.0,,841.0,0.0,498.0,172.0,,,,,,485.0,485.0,0.0,0.0,250.0,234.0,11915.0,529.0,49.0,504.0,
236,236,231030,2310308,Parambu,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA,Água; Res Sólidos,Atende integralmente,10.0,354.0,,7089.0,0.0,3751.0,3689.0,,,,,,4042.0,4042.0,2.0,56.0,1425.0,1295.0,245618.0,441.0,69.0,454.0,
237,237,231040,2310407,Paramoti,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23104040] Secretaria de Desenvolvimento Agrário e Meio Ambiente - SEDAMA,Água e Esgoto; Res Sólidos,Atende integralmente,10.0,378.0,,2409.0,1.0,2560.0,316.0,,,,,,2858.0,2798.0,0.0,0.0,583.0,569.0,33347.0,247.0,21.0,240.0,
238,238,231050,2310506,Pedra Branca,CE,2015,[23105011] Serviço Autônomo de Água e Esgoto - SAAE; [23105040] SECRETARIA DE DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA,Água; Res Sólidos,,18.0,216.0,6642.0,223.0,56.0,60.0,42.0,,,4426.0,,,2550.0,2550.0,243.0,5832.0,7080.0,7080.0,14160.0,65.0,18.0,330.0,
239,239,231060,2310605,Penaforte,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,5.0,163.0,,1216.0,25.0,1217.0,1.0,,,,,,240.0,240.0,0.0,0.0,1137.0,1064.0,76831.0,263.0,4.0,240.0,
240,240,231070,2310704,Pentecoste,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP,Água; Res Sólidos,Atende integralmente,29.0,1655.0,,5116.0,0.0,5099.0,4862.0,,,,,,4441.0,4705.0,3.0,172.0,2380.0,2320.0,556799.0,784.0,132.0,744.0,
241,241,231080,2310803,Pereiro,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,0.0,0.0,,2595.0,4.0,2608.0,1919.0,,,,,,2189.0,2189.0,2.0,911.0,1458.0,1027.0,246479.0,264.0,29.0,378.0,
242,242,231090,2310902,Piquet Carneiro,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA E RECURSOS HIDRICOS - SMIRH,Água; Res Sólidos,Atende integralmente,3.0,45.0,,3889.0,67.0,3923.0,3012.0,,,,,,3763.0,3766.0,0.0,0.0,869.0,854.0,25350.0,249.0,14.0,216.0,
243,243,231095,2310951,Pires Ferreira,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,30.0,1416.0,,2595.0,3.0,2596.0,1563.0,,,,,,4536.0,4536.0,0.0,0.0,655.0,640.0,96528.0,576.0,40.0,576.0,
244,244,231100,2311009,Poranga,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23110040] Prefeitura Municipal - PMP,Água e Esgoto; Res Sólidos,Atende integralmente,13.0,333.0,,496.0,0.0,497.0,0.0,,,,,,228.0,228.0,0.0,0.0,1039.0,960.0,36993.0,236.0,14.0,228.0,
245,245,231110,2311108,Porteiras,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,4.0,80.0,,885.0,1.0,885.0,0.0,,,,,,228.0,230.0,0.0,0.0,1146.0,1103.0,35053.0,252.0,0.0,228.0,
246,246,231120,2311207,Potengi,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP,Água; Res Sólidos,Atende integralmente,1.0,12.0,,7468.0,1.0,3889.0,3840.0,,,,,,3728.0,3278.0,1.0,36.0,819.0,764.0,35282.0,235.0,20.0,236.0,
247,247,231123,2311231,Potiretama,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,0.0,0.0,,3290.0,0.0,3292.0,3043.0,,,,,,2980.0,2980.0,13.0,463.0,515.0,510.0,33946.0,224.0,4.0,422.0,
248,248,231126,2311264,Quiterianópolis,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112640] Prefeitura Municipal de Quiterianópolis - PMQ,Água; Res Sólidos,Atende integralmente,1.0,724.0,,2747.0,1.0,2740.0,1403.0,,,,,,1698.0,1698.0,2.0,122.0,810.0,777.0,15572.0,225.0,5.0,216.0,
249,249,231130,2311306,Quixadá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23113040] SECRETARIA DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA,Água e Esgoto; Res Sólidos,Atende integralmente,8.0,26548.0,,11975.0,33.0,11962.0,4534.0,,,,,,9313.0,9304.0,0.0,0.0,16538.0,15840.0,3801599.0,1271.0,19.0,1174.0,
250,250,231135,2311355,Quixelô,CE,2015,[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra,Água e Esgoto; Res Sólidos,,12.0,20.0,1600.0,1400.0,100.0,700.0,15.0,0.0,0.0,1480.0,,,1460.0,2920.0,10.0,45.0,855.0,808.0,,200.0,25.0,290.0,
251,251,231140,2311405,Quixeramobim,CE,2015,[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE,Água; Res Sólidos,,194.0,2519.0,,8922.0,514.0,3247.0,2776.0,,,,,,16224.0,16224.0,78.0,936.0,7165.0,7097.0,,630.0,229.0,1872.0,
252,252,231150,2311504,Quixeré,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23115040] SECRETARIA DE DESENVOLVIMENTO URBANO. MEIO AMBIENTE E INFRAESTRUTURA - PMQ,Água; Res Sólidos,Atende integralmente,17.0,176.0,,3148.0,4.0,3148.0,355.0,,,,,,3182.0,3182.0,0.0,0.0,1448.0,1398.0,101763.0,237.0,11.0,527.0,
253,253,231160,2311603,Redenção,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,61.0,2203.0,,4347.0,1.0,30149.0,24883.0,,,,,,4242.0,4572.0,0.0,0.0,2354.0,2259.0,110769.0,299.0,53.0,302.0,
254,254,231170,2311702,Reriutaba,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,59.0,2698.0,,2542.0,11.0,2565.0,1901.0,,,,,,2673.0,2673.0,1.0,53.0,1185.0,1173.0,68210.0,256.0,90.0,276.0,
255,255,231180,2311801,Russas,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,11.0,314.0,,10826.0,9.0,10824.0,6110.0,,,,,,8765.0,8765.0,12.0,1068.0,10924.0,10428.0,873710.0,1593.0,34.0,1979.0,
256,256,231190,2311900,Saboeiro,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23119040] Prefeitura Municipal de Saboeiro - PMS,Água e Esgoto; Res Sólidos,Atende integralmente,2.0,56.0,,6019.0,0.0,3112.0,2328.0,,,,,,2992.0,2992.0,0.0,0.0,641.0,609.0,36539.0,223.0,21.0,224.0,
257,257,231195,2311959,Salitre,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,0.0,0.0,,677.0,0.0,424.0,275.0,,,,,,216.0,216.0,0.0,0.0,45.0,34.0,8159.0,150.0,2.0,224.0,
258,258,231200,2312007,Santana do Acaraú,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,0.0,0.0,,383.0,26.0,382.0,33.0,,,,,,384.0,384.0,0.0,0.0,2978.0,2933.0,703919.0,382.0,10.0,384.0,
259,259,231210,2312106,Santana do Cariri,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC,Água; Res Sólidos,Atende integralmente,4.0,150.0,,1721.0,0.0,1722.0,66.0,,,,,,432.0,435.0,0.0,0.0,900.0,839.0,132057.0,480.0,0.0,432.0,
260,260,231220,2312205,Santa Quitéria,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23122040] SECRETARIA DE OBRAS E URBANISMO - SEOURB,Água; Res Sólidos,Atende integralmente,12.0,1255.0,,2532.0,8.0,2943.0,2182.0,,,,,,4495.0,4495.0,3.0,102.0,3256.0,3050.0,153871.0,842.0,138.0,912.0,
261,261,231230,2312304,São Benedito,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23123040] PREFEITURA MUNICIPAL DE SÃO BENEDITO - SEINFRA,Água e Esgoto; Res Sólidos,Atende integralmente,13.0,447.0,,480.0,10.0,480.0,0.0,,,,,,480.0,480.0,2.0,88.0,3983.0,3918.0,171202.0,498.0,21.0,480.0,
262,262,231250,2312502,São João do Jaguaribe,CE,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
263,263,231270,2312700,Senador Pompeu,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,10.0,207.0,,4760.0,3.0,4749.0,3832.0,,,,,,4459.0,4456.0,0.0,0.0,1971.0,1837.0,99264.0,408.0,10.0,372.0,
264,264,231290,2312908,Sobral,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23129011] Serviço de Água e Esgoto de Sobral - SAAE; [23129040] Prefeitura Municipal de Sobral - PMS,Água; Água e Esgoto; Res Sólidos,,19.0,999.0,,15123.0,358.0,14235.0,7827.0,,,,,,75429.0,75429.0,2.0,21.0,35202.0,32917.0,205445.0,7102.0,463.0,6792.0,
265,265,231300,2313005,Solonópole,CE,2015,[23130011] Prefeitura Municipal de Solonópole - PMS; [23130040] Prefeitura Municipal de Solonópole - PMS,Água; Res Sólidos,,20.0,200.0,,1440.0,100.0,120.0,10.0,,,,,,120.0,1440.0,20.0,200.0,200.0,200.0,,420.0,0.0,420.0,
266,266,231310,2313104,Tabuleiro do Norte,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,19.0,3265.0,,4430.0,0.0,4217.0,435.0,,,,,,4126.0,4126.0,7.0,89.0,10750.0,6740.0,1617599.0,492.0,7.0,807.0,
267,267,231320,2313203,Tamboril,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,30.0,595.0,,5854.0,55.0,5836.0,5045.0,,,,,,5397.0,5397.0,2.0,66.0,1262.0,1196.0,29919.0,460.0,83.0,444.0,
268,268,231325,2313252,Tarrafas,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23132540] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,Atende integralmente,0.0,0.0,,1533.0,0.0,1507.0,959.0,,,,,,216.0,216.0,0.0,0.0,471.0,465.0,22555.0,224.0,16.0,224.0,
269,269,231330,2313302,Tauá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA,Água e Esgoto; Res Sólidos,Atende integralmente,51.0,4018.0,,6186.0,9.0,3829.0,3537.0,,,,,,4323.0,4323.0,0.0,0.0,4896.0,4387.0,1052879.0,597.0,58.0,644.0,
270,270,231335,2313351,Tejuçuoca,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,30.0,1424.0,,2533.0,0.0,2517.0,2504.0,,,,,,2286.0,2286.0,3.0,371.0,585.0,570.0,22444.0,200.0,11.0,216.0,
271,271,231340,2313401,Tianguá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM,Água e Esgoto; Res Sólidos,Atende integralmente,18.0,431.0,,4766.0,26.0,4887.0,2.0,,,,,,4895.0,4895.0,0.0,0.0,12770.0,12521.0,470152.0,736.0,19.0,732.0,
272,272,231360,2313609,Ubajara,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM,Água; Res Sólidos,Atende integralmente,13.0,926.0,,324.0,0.0,324.0,0.0,,,,,,324.0,324.0,0.0,0.0,3236.0,3198.0,196067.0,324.0,7.0,324.0,
273,273,231370,2313708,Umari,CE,2015,[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU,Esgoto; Água; Res Sólidos,Atende integralmente,2.0,86.0,,876.0,0.0,874.0,737.0,12.0,20.0,,,,216.0,218.0,0.0,0.0,423.0,394.0,,242.0,4.0,216.0,
274,274,231375,2313757,Umirim,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra,Água; Res Sólidos,Atende integralmente,6.0,449.0,,4884.0,0.0,5105.0,3199.0,,,,,,5304.0,5424.0,1.0,25.0,1105.0,1071.0,68308.0,501.0,147.0,480.0,
275,275,231380,2313807,Uruburetama,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,2.0,80.0,,4281.0,0.0,4211.0,3348.0,,,,,,4498.0,4498.0,0.0,0.0,1469.0,1416.0,124100.0,414.0,40.0,396.0,
276,276,231395,2313955,Varjota,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP,Água; Res Sólidos,Atende integralmente,38.0,845.0,,2753.0,7.0,2734.0,1882.0,,,,,,4099.0,4099.0,0.0,0.0,1752.0,1734.0,66492.0,383.0,90.0,384.0,
277,277,231400,2314003,Várzea Alegre,CE,2015,[23140011] Prefeitura Municipal de Várzea Alegre - PMVA; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23140040] Prefeitura Municipal de Várzea Alegre - PMVA,Esgoto; Água; Res Sólidos,Atende integralmente,14.0,803.0,,2991.0,0.0,2991.0,10.0,0.0,0.0,,,,2865.0,2867.0,0.0,0.0,6830.0,5313.0,907481.0,610.0,2.0,588.0,
278,278,240010,2400109,Acari,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24001040] PREFEITURA MUNICIPAL DE ACARI - PMA,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,82.0,0.0,82.0,46.0,,,,,,264.0,264.0,,,,,,82.0,0.0,264.0,
279,279,240020,2400208,Açu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24002040] Secretaria Adjunta de Serviços Públicos - SERVIP,Água; Res Sólidos,Atende integralmente,NaN,,,514.0,0.0,514.0,24.0,,,,,,588.0,588.0,,,,,,514.0,2.0,588.0,
280,280,240030,2400307,Afonso Bezerra,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24003040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSUR,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,96.0,0.0,96.0,0.0,,,,,,132.0,132.0,,,,,,96.0,0.0,132.0,
281,281,240040,2400406,Água Nova,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24004040] SECRETARIA MUNICIPAL DE INFRA - ESTRUTUTA E SERVIÇOS URBANOS - SEMISU,Água; Res Sólidos,Atende integralmente,NaN,,,24.0,4.0,24.0,0.0,,,,,,120.0,120.0,,,,,,24.0,3.0,120.0,
282,282,240050,2400505,Alexandria,RN,2015,[24005011] Serviço Autônomo de Água e Esgoto de Alexandria - SAAE,Água e Esgoto,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,928.0,832.0,280.0,0.0,0.0,1.0,
283,283,240060,2400604,Almino Afonso,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24006040] PREFEITURA MUNICIPAL DE ALMINO AFONSO - PMAA,Água; Res Sólidos,Atende integralmente,NaN,,,82.0,1.0,82.0,82.0,,,,,,120.0,120.0,,,,,,82.0,40.0,120.0,
284,284,240070,2400703,Alto do Rodrigues,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24007040] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,119.0,0.0,119.0,0.0,,,,,,168.0,168.0,,,,,,119.0,0.0,168.0,
285,285,240080,2400802,Angicos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,114.0,0.0,114.0,0.0,,,,,,180.0,180.0,,,,,,114.0,1.0,180.0,
286,286,240090,2400901,Antônio Martins,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24009040] PREFEITURA MUNICIPAL DE ANTONIO MARTINS - PMAA,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,,,,,,,,,,,,,,,,,,,,
287,287,240100,2401008,Apodi,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24010040] PREFEITURA MUNICIPAL DE APODI - PMA,Água; Res Sólidos,Atende integralmente,NaN,,,356.0,29.0,366.0,0.0,,,,,,480.0,480.0,,,,,,365.0,3.0,60.0,
288,288,240110,2401107,Areia Branca,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24011040] Prefeitura Municipal de Areia Branca - PMAB,Água; Res Sólidos,Atende integralmente,NaN,,,474.0,1.0,469.0,2.0,,,,,,480.0,480.0,,,,,,472.0,0.0,480.0,
289,289,240130,2401305,Augusto Severo,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24013040] Prefeitural Municipal de Campo Grande - PMAS,Água; Res Sólidos,Atende integralmente,NaN,,,187.0,0.0,181.0,116.0,,,,,,96.0,96.0,,,,,,187.0,0.0,96.0,
290,290,240145,2401453,Baraúna,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,315.0,0.0,315.0,0.0,,,,,,300.0,300.0,,,,,,314.0,0.0,300.0,
291,291,240150,2401503,Barcelona,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24015040] Secretaria Municipal de Servios Urbanos. Obras e Viao - SMSUOV,Água; Res Sólidos,Atende integralmente,NaN,,,70.0,14.0,89.0,2.0,,,,,,120.0,120.0,,,,,,89.0,14.0,120.0,
