,Código.do.Município,GEOCODIGO,Município,Estado,Ano.de.Referência,Prestadores,Serviços,G06A...População.urbana.residente.do.s..município.s..com.abastecimento.de.água..Habitantes.,G06B...População.urbana.residente.do.s..município.s..com.esgotamento.sanitário..Habitantes.,G12A...População.total.residente.do.s..município.s..com.abastecimento.de.água..segundo.o.IBGE..Habitantes.,G12B...População.total.residente.do.s..município.s..com.esgotamento.sanitário..segundo.o.IBGE..Habitantes.,GE008...Quantidade.de.Sedes.municipais.atendidas.com.abastecimento.de.água..Sedes.,GE009...Quantidade.de.Sedes.municipais.atendidas.com.esgotamento.sanitário..Sedes.,GE010...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.abastecimento.de.água..Localidades.,GE011...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.esgotamento.sanitário..Localidades.,"popTotal",popUrbanaTotal
316,240410,2404101,Galinhos,RN,2015,[24041040] Prefeitura Municipal de Galinhos - PMG,Res Sólidos,,,,,,,,,2584,1482
317,240430,2404309,Governador Dix-Sept Rosado,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,7177.0,,13048.0,,1.0,,0.0,,13048,7177
318,240440,2404408,Grossos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,7642.0,,10197.0,,1.0,,0.0,,10197,7642
319,240450,2404507,Guamaré,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24045040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SEMOSU,Água; Res Sólidos,5199.0,,14633.0,,1.0,,1.0,,14633,5199
320,240460,2404606,Ielmo Marinho,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24046040] Secretaria de Obras e Serviços Urbanos - SEMO,Água; Res Sólidos,1702.0,,13400.0,,1.0,,0.0,,13400,1702
321,240470,2404705,Ipanguaçu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24047040] Prefeitura Municipal de Ipanguaçu - PMI,Água; Res Sólidos,5885.0,,15147.0,,1.0,,0.0,,15147,5885
322,240480,2404804,Ipueira,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24048040] PREFEITURA MUNICIPAL DE IPUEIRA - PMI,Água; Res Sólidos,2020.0,,2221.0,,1.0,,0.0,,2221,2020
323,240485,2404853,Itajá,RN,2015,,,,,,,,,,,7457,6133
324,240490,2404903,Itaú,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,5059.0,,5878.0,,1.0,,0.0,,5878,5059
325,240500,2405009,Jaçanã,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24050040] Prefeitura Municipal de Jaçana - PMJ,Água; Res Sólidos,5940.0,,8827.0,,1.0,,0.0,,8827,5940
326,240510,2405108,Jandaíra,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,4010.0,,6898.0,,1.0,,0.0,,6898,4010
327,240520,2405207,Janduís,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,4047.0,,5419.0,,1.0,,0.0,,5419,4047
328,240530,2405306,Januário Cicco,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3518.0,,9879.0,,1.0,,0.0,,9879,3518
329,240540,2405405,Japi,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3991.0,,5366.0,,1.0,,0.0,,5366,3991
330,240550,2405504,Jardim de Angicos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,443.0,,2669.0,,1.0,,0.0,,2669,443
331,240560,2405603,Jardim de Piranhas,RN,2015,[24056011] Prefeitura Municipal de Jardim de Piranhas - PMJP; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24056040] MUNICÍPIO DE JARDIM DE PIRANHAS - PMJP,Esgoto; Água; Res Sólidos,11459.0,11459.0,14606.0,14606.0,1.0,1.0,0.0,0.0,14606,11459
332,240570,2405702,Jardim do Seridó,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24057040] Prefeitura Municipal de Jardim do Seridó - PMJS,Água; Res Sólidos,10192.0,,12553.0,,1.0,,0.0,,12553,10192
333,240580,2405801,João Câmara,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24058040] PREFEITURA MUNICIPAL DE JOÃO CAMARA - PMJC,Água e Esgoto; Res Sólidos,24315.0,24315.0,34585.0,34585.0,1.0,1.0,0.0,0.0,34585,24315
334,240590,2405900,João Dias,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24059040] Prefeitura Municipal de João Dias - PMJD,Água; Res Sólidos,1206.0,,2691.0,,1.0,,0.0,,2691,1206
335,240600,2406007,José da Penha,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,3651.0,3651.0,6049.0,6049.0,1.0,1.0,0.0,0.0,6049,3651
336,240610,2406106,Jucurutu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24061040] Secretária de Serviços Urbanos - SSU,Água e Esgoto; Res Sólidos,11020.0,11020.0,18450.0,18450.0,1.0,1.0,0.0,0.0,18450,11020
337,240620,2406205,Lagoa d Anta,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,4279.0,,6692.0,,1.0,,0.0,,6692,4279
338,240630,2406304,Lagoa de Pedras,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24063040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SMAMA,Água; Res Sólidos,2394.0,,7478.0,,1.0,,0.0,,7478,2394
339,240640,2406403,Lagoa de Velhos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,1858.0,,2765.0,,1.0,,0.0,,2765,1858
340,240650,2406502,Lagoa Nova,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24065040] PREFEITURA MUNICIPAL DE LAGOA NOVA - PMLN,Água e Esgoto; Res Sólidos,7429.0,7429.0,15274.0,15274.0,1.0,1.0,0.0,0.0,15274,7429
341,240660,2406601,Lagoa Salgada,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,5387.0,,8142.0,,1.0,,0.0,,8142,5387
342,240670,2406700,Lajes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24067040] Secretaria de Obras e Serviços Urbanos - SEMOS,Água e Esgoto; Res Sólidos,8666.0,8666.0,11151.0,11151.0,1.0,1.0,0.0,0.0,11151,8666
343,240680,2406809,Lajes Pintadas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,2489.0,2489.0,4803.0,4803.0,1.0,1.0,0.0,0.0,4803,2489
344,240690,2406908,Lucrécia,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24069040] PREFEITURA MUNICIPAL DE LUCRECIA - PML,Água e Esgoto; Res Sólidos,2468.0,2468.0,3933.0,3933.0,1.0,1.0,0.0,0.0,3933,2468
345,240700,2407005,Luís Gomes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,7047.0,,10129.0,,1.0,,0.0,,10129,7047
346,240710,2407104,Macaíba,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24071040] PREFEITURA MUNICIPAL DE MACAÍBA - PMM,Água e Esgoto; Res Sólidos,47880.0,47880.0,78021.0,78021.0,1.0,1.0,0.0,0.0,78021,47880
347,240720,2407203,Macau,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24072040] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,23759.0,23759.0,31318.0,31318.0,1.0,1.0,2.0,0.0,31318,23759
348,240725,2407252,Major Sales,RN,2015,[24072540] Prefeitura Municipal de Major Sales - PMMS,Res Sólidos,,,,,,,,,3906,3203
349,240730,2407302,Marcelino Vieira,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV,Água; Res Sólidos,5033.0,,8499.0,,1.0,,0.0,,8499,5033
350,240740,2407401,Martins,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM,Água; Res Sólidos,5335.0,,8706.0,,1.0,,0.0,,8706,5335
351,240760,2407609,Messias Targino,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3935.0,,4530.0,,1.0,,0.0,,4530,3935
352,240780,2407807,Monte Alegre,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,9642.0,9642.0,22155.0,22155.0,1.0,1.0,0.0,0.0,22155,9642
353,240790,2407906,Monte das Gameleiras,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,1259.0,,2219.0,,1.0,,0.0,,2219,1259
354,240800,2408003,Mossoró,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR,Água e Esgoto; Res Sólidos,263125.0,263125.0,288162.0,288162.0,1.0,1.0,0.0,0.0,288162,263125
355,240830,2408300,Nova Cruz,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC,Água e Esgoto; Res Sólidos,25689.0,25689.0,37395.0,37395.0,1.0,1.0,0.0,0.0,37395,25689
356,240840,2408409,Olho-D ÁGUA do Borges,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3297.0,,4370.0,,1.0,,0.0,,4370,3297
357,240850,2408508,Ouro Branco,RN,2015,[24085011] Prefeitura Municipal de Ouro Branco - pmob; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24085040] Municipio de Ouro Branco - PMOB,Esgoto; Água; Res Sólidos,3377.0,3377.0,4871.0,4871.0,1.0,1.0,0.0,0.0,4871,3377
358,240860,2408607,Paraná,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24086040] Prefeitura Municipal de Paraná - PMP,Água; Res Sólidos,877.0,,4222.0,,1.0,,1.0,,4222,877
359,240870,2408706,Paraú,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO. OBRAS E TRANSPORTES - SMUOT,Água; Res Sólidos,3363.0,,3891.0,,1.0,,0.0,,3891,3363
360,240880,2408805,Parazinho,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3349.0,,5173.0,,1.0,,0.0,,5173,3349
361,240890,2408904,Parelhas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24089040] PREFEITURA MUNICIPAL DE PARELHAS - PMPARELHAS,Água e Esgoto; Res Sólidos,18032.0,18032.0,21483.0,21483.0,1.0,1.0,0.0,0.0,21483,18032
362,240910,2409100,Passa e Fica,RN,2015,[24091011] Prefeitura Municipal de Passa e Fica - PMPeF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24091040] PREFEITURA MUNICIPAL DE PASSA E FICA - PMPF,Esgoto; Água; Res Sólidos,7701.0,7701.0,12655.0,12655.0,1.0,1.0,0.0,0.0,12655,7701
363,240920,2409209,Passagem,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,1265.0,,3075.0,,1.0,,0.0,,3075,1265
364,240930,2409308,Patu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,10789.0,,12706.0,,1.0,,0.0,,12706,10789
365,240933,2409332,Santa Maria,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3422.0,,5341.0,,1.0,,0.0,,5341,3422
366,240940,2409407,Pau dos Ferros,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF,Água e Esgoto; Res Sólidos,27585.0,27585.0,29954.0,29954.0,1.0,1.0,0.0,0.0,29954,27585
367,240950,2409506,Pedra Grande,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24095040] Secretaria Municipal de Obras e Servços Urbanos - SEMOSURB,Água; Res Sólidos,1131.0,,3429.0,,1.0,,0.0,,3429,1131
368,240960,2409605,Pedra Preta,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,982.0,,2568.0,,1.0,,0.0,,2568,982
369,240970,2409704,Pedro Avelino,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,4056.0,4056.0,7059.0,7059.0,1.0,1.0,0.0,0.0,7059,4056
370,240990,2409902,Pendências,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,11612.0,11612.0,14751.0,14751.0,1.0,1.0,1.0,0.0,14751,11612
371,241000,2410009,Pilões,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24100040] Prefeitura Municipal de Pilões-RN - PMP,Água; Res Sólidos,2759.0,,3761.0,,1.0,,0.0,,3761,2759
372,241010,2410108,Poço Branco,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,8050.0,,15139.0,,1.0,,0.0,,15139,8050
373,241020,2410207,Portalegre,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP,Água; Res Sólidos,4101.0,,7811.0,,1.0,,0.0,,7811,4101
374,241025,2410256,Porto do Mangue,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM,Água; Res Sólidos,3414.0,,5884.0,,1.0,,0.0,,5884,3414
375,241030,2410306,Presidente Juscelino,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,5947.0,,9814.0,,1.0,,0.0,,9814,5947
376,241040,2410405,Pureza,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3319.0,,9331.0,,1.0,,0.0,,9331,3319
377,241050,2410504,Rafael Fernandes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF,Água; Res Sólidos,2910.0,,5040.0,,1.0,,0.0,,5040,2910
378,241060,2410603,Rafael Godeiro,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,2028.0,,3213.0,,1.0,,0.0,,3213,2028
379,241070,2410702,Riacho da Cruz,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,2944.0,,3485.0,,1.0,,0.0,,3485,2944
380,241080,2410801,Riacho de Santana,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24108040] PREFEITURA MUNICIPAL DE RIACHO DE SANTANA - PMRS,Água; Res Sólidos,1760.0,,4278.0,,1.0,,0.0,,4278,1760
381,241090,2410900,Riachuelo,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,4831.0,4831.0,7863.0,7863.0,1.0,1.0,1.0,0.0,7863,4831
382,241100,2411007,Rodolfo Fernandes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3843.0,,4547.0,,1.0,,0.0,,4547,3843
383,241105,2411056,Tibau,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3090.0,,4019.0,,1.0,,0.0,,4019,3090
384,241110,2411106,Ruy Barbosa,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,1776.0,,3678.0,,1.0,,0.0,,3678,1776
385,241120,2411205,Santa Cruz,RN,2015,[24112011] Serviço Autônomo de Água e Esgoto - SAAE; [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC,Água e Esgoto; Res Sólidos,33163.0,33163.0,38924.0,38924.0,1.0,1.0,0.0,0.0,38924,33163
386,241140,2411403,Santana do Matos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,6793.0,,13605.0,,1.0,,0.0,,13605,6793
387,241142,2411429,Santana do Seridó,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24114240] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE,Água e Esgoto; Res Sólidos,1751.0,1751.0,2675.0,2675.0,1.0,1.0,0.0,0.0,2675,1751
388,241150,2411502,Santo Antônio,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24115040] PREFEITURA MUNICIPAL DE SANTO ANTONIO/RN - PFMSA,Água e Esgoto; Res Sólidos,15340.0,15340.0,23865.0,23865.0,1.0,1.0,0.0,0.0,23865,15340
389,241160,2411601,São Bento do Norte,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,1014.0,,2905.0,,1.0,,0.0,,2905,1014
390,241170,2411700,São Bento do Trairí,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24117040] Prefeitura Municipal de São Bento doTrairi - RN,Água e Esgoto; Res Sólidos,2083.0,2083.0,4318.0,4318.0,1.0,1.0,0.0,0.0,4318,2083
391,241180,2411809,São Fernando,RN,2015,[24118011] Prefeitura Municipal de São Fernando - PMSF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Esgoto; Água,2423.0,2423.0,3587.0,3587.0,1.0,1.0,0.0,0.0,3587,2423
392,241190,2411908,São Francisco do Oeste,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24119040] Prefeitura Municipal de São Francisco do Oeste - PMSFO,Água; Res Sólidos,3176.0,,4173.0,,1.0,,0.0,,4173,3176
393,241210,2412104,São João do Sabugi,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24121040] Secretaria Municipal de Infraestrutura e Serviços Urbanos - SMIS,Água; Res Sólidos,4994.0,,6218.0,,1.0,,0.0,,6218,4994
394,241230,2412302,São José do Campestre,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,10752.0,,12933.0,,1.0,,0.0,,12933,10752
395,241240,2412401,São José do Seridó,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,3564.0,3564.0,4567.0,4567.0,1.0,1.0,0.0,0.0,4567,3564
396,241250,2412500,São Miguel,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24125040] Prefeitura Municipal de São Miguel - PMSM,Água; Res Sólidos,15231.0,,23274.0,,1.0,,0.0,,23274,15231
397,241255,2412559,São Miguel do Gostoso,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,4492.0,,9427.0,,0.0,,5.0,,9427,4492
398,241260,2412609,São Paulo do Potengi,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,12478.0,12478.0,17239.0,17239.0,1.0,1.0,0.0,0.0,17239,12478
399,241270,2412708,São Pedro,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3483.0,,6216.0,,1.0,,0.0,,6216,3483
400,241280,2412807,São Rafael,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,5699.0,5699.0,8347.0,8347.0,1.0,1.0,0.0,0.0,8347,5699
401,241290,2412906,São Tomé,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,6148.0,6148.0,11205.0,11205.0,1.0,1.0,0.0,0.0,11205,6148
402,241300,2413003,São Vicente,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3997.0,,6400.0,,1.0,,0.0,,6400,3997
403,241310,2413102,Senador Elói de Souza,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,2616.0,,6087.0,,1.0,,0.0,,6087,2616
404,241330,2413300,Serra de São Bento,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3342.0,,5883.0,,1.0,,0.0,,5883,3342
405,241335,2413359,Serra do Mel,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,3018.0,,11507.0,,1.0,,0.0,,11507,3018
406,241340,2413409,Serra Negra do Norte,RN,2015,[24134011] Prefeitura Municipal de Serra Negra do Norte - PMSNN; [24134040] Secretaria Municipal de Infraestrutura e Serviços Públicos - SMISP,Água e Esgoto; Res Sólidos,5229.0,5229.0,8130.0,8130.0,1.0,1.0,6.0,1.0,8130,5229
407,241350,2413508,Serrinha,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS,Água; Res Sólidos,2101.0,,6518.0,,1.0,,0.0,,6518,2101
408,241355,2413557,Serrinha dos Pintos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,2540.0,,4797.0,,1.0,,0.0,,4797,2540
409,241360,2413607,Severiano Melo,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,1433.0,,3893.0,,1.0,,1.0,,3893,1433
410,241370,2413706,Sítio Novo,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,2587.0,,5433.0,,1.0,,0.0,,5433,2587
411,241380,2413805,Taboleiro Grande,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24138040] SECRETARIA MUNICIPAL DE OBRAS E URBANISMO - SMOU,Água; Res Sólidos,2051.0,,2518.0,,1.0,,0.0,,2518,2051
412,241390,2413904,Taipu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,4267.0,,12366.0,,1.0,,0.0,,12366,4267
413,241400,2414001,Tangará,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,10664.0,,15529.0,,1.0,,0.0,,15529,10664
414,241410,2414100,Tenente Ananias,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24141040] Prefeitura Municipal - PM,Água; Res Sólidos,7352.0,,10646.0,,1.0,,0.0,,10646,7352
415,241415,2414159,Tenente Laurentino Cruz,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,1227.0,,5757.0,,1.0,,0.0,,5757,1227
416,241430,2414308,Timbaúba dos Batistas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,1821.0,,2418.0,,1.0,,0.0,,2418,1821
417,241440,2414407,Touros,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,8538.0,,33506.0,,0.0,,2.0,,33506,8538
418,241445,2414456,Triunfo Potiguar,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,2196.0,,3366.0,,1.0,,0.0,,3366,2196
419,241450,2414506,Umarizal,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,9219.0,,10835.0,,1.0,,0.0,,10835,9219
420,241460,2414605,Upanema,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24146040] PREFEITURA MUNICIPAL DE UPANEMA - PMU,Água; Res Sólidos,6923.0,,14282.0,,1.0,,0.0,,14282,6923
421,241470,2414704,Várzea,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147040] Prefeitura Municipal de Várzea - PMV,Água; Res Sólidos,4549.0,,5512.0,,1.0,,0.0,,5512,4549
422,241475,2414753,Venha-Ver,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147540] PREFEITURA MUNICIPAL DE VENHA-VER - PMVV,Água; Res Sólidos,1293.0,,4121.0,,1.0,,0.0,,4121,1293
423,241480,2414803,Vera Cruz,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,5263.0,,12016.0,,1.0,,1.0,,12016,5263
424,241490,2414902,Viçosa,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24149040] PREFEITURA MUNICIPAL DE VIÇOSA - PMV,Água; Res Sólidos,1632.0,,1714.0,,1.0,,0.0,,1714,1632
425,250010,2500106,Água Branca,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,4333.0,,10083.0,,1.0,,0.0,,10083,4333
426,250020,2500205,Aguiar,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25002040] Prefeitura Municipal de Aguiar - PMA,Água; Res Sólidos,2722.0,,5573.0,,1.0,,0.0,,5573,2722
427,250053,2500536,Alcantil,PB,2015,[25005311] Prefeitura Municipal de Alcantil - PMA; [25005340] Secretaria de Infraestrutura - SIE,Água e Esgoto; Res Sólidos,2148.0,2148.0,5451.0,5451.0,1.0,1.0,0.0,0.0,5451,2148
428,250057,2500577,Algodão de Jandaíra,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,1288.0,,2475.0,,1.0,,0.0,,2475,1288
429,250070,2500700,São João do Rio do Peixe,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007040] Prefeitura Municipal de São João do Rio do Peixe-PB - PMSJRP,Água; Res Sólidos,6782.0,,17929.0,,1.0,,0.0,,17929,6782
430,250073,2500734,Amparo,PB,2015,[25007311] Prefeitura Municipal de Amparo - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Esgoto; Água,1125.0,1125.0,2212.0,2212.0,1.0,1.0,0.0,0.0,2212,1125
431,250077,2500775,Aparecida,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007740] Prefeitura Municpal de Aparecida - PMA,Água; Res Sólidos,3916.0,,8263.0,,1.0,,0.0,,8263,3916
432,250090,2500908,Arara,PB,2015,[25009011] Prefeitura Municipal de Arara - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25009040] Prefeitura Municipal de Arara - PMA,Esgoto; Água; Res Sólidos,9419.0,9419.0,13355.0,13355.0,1.0,1.0,0.0,0.0,13355,9419
433,250100,2501005,Araruna,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25010040] PREFEITURA MUNICIPAL DE ARARUNA - PMA,Água e Esgoto; Res Sólidos,9907.0,9907.0,20051.0,20051.0,1.0,1.0,0.0,0.0,20051,9907
